GEO.display-label,GEOid,GEOid2,Information_Industry_#,Information_Industry_%,HHI_200+_#,HHI_200+_%
"Census Tract 1022, Kings County, New York",1400000US36047102200,36047102200,3,0.3,27,3.7
"Census Tract 1024, Kings County, New York",1400000US36047102400,36047102400,26,2.6,0,0.0
"Census Tract 1026, Kings County, New York",1400000US36047102600,36047102600,69,5.3,42,4.8
"Census Tract 1028, Kings County, New York",1400000US36047102800,36047102800,18,2.2,34,6.9
"Census Tract 1034, Kings County, New York",1400000US36047103400,36047103400,9,0.9,0,0.0
"Census Tract 1058.01, Kings County, New York",1400000US36047105801,36047105801,59,2.8,16,0.5
"Census Tract 1058.04, Kings County, New York",1400000US36047105804,36047105804,0,0.0,0,0.0
"Census Tract 1070, Kings County, New York",1400000US36047107000,36047107000,39,6.2,0,0.0
"Census Tract 1078, Kings County, New York",1400000US36047107800,36047107800,52,2.5,30,1.7
"Census Tract 1098, Kings County, New York",1400000US36047109800,36047109800,0,0.0,13,2.2
"Census Tract 1104, Kings County, New York",1400000US36047110400,36047110400,24,1.2,21,1.3
"Census Tract 1106, Kings County, New York",1400000US36047110600,36047110600,0,0.0,0,0.0
"Census Tract 1110, Kings County, New York",1400000US36047111000,36047111000,8,0.9,11,0.7
"Census Tract 1116, Kings County, New York",1400000US36047111600,36047111600,13,1.2,33,3.2
"Census Tract 1118, Kings County, New York",1400000US36047111800,36047111800,20,2.1,16,1.6
"Census Tract 1120, Kings County, New York",1400000US36047112000,36047112000,0,0.0,12,1.1
"Census Tract 1122, Kings County, New York",1400000US36047112200,36047112200,14,1.2,0,0.0
"Census Tract 1124, Kings County, New York",1400000US36047112400,36047112400,0,0.0,28,2.5
"Census Tract 1126, Kings County, New York",1400000US36047112600,36047112600,0,0.0,0,0.0
"Census Tract 1128, Kings County, New York",1400000US36047112800,36047112800,12,0.7,23,1.6
"Census Tract 1130, Kings County, New York",1400000US36047113000,36047113000,24,1.5,0,0.0
"Census Tract 1132, Kings County, New York",1400000US36047113200,36047113200,8,0.8,0,0.0
"Census Tract 1134, Kings County, New York",1400000US36047113400,36047113400,7,0.8,19,2.1
"Census Tract 1142.01, Kings County, New York",1400000US36047114201,36047114201,8,1.0,22,3.9
"Census Tract 1142.02, Kings County, New York",1400000US36047114202,36047114202,22,2.0,0,0.0
"Census Tract 1144, Kings County, New York",1400000US36047114400,36047114400,0,0.0,0,0.0
"Census Tract 1146, Kings County, New York",1400000US36047114600,36047114600,13,1.1,0,0.0
"Census Tract 1150, Kings County, New York",1400000US36047115000,36047115000,30,2.6,7,0.8
"Census Tract 1152, Kings County, New York",1400000US36047115200,36047115200,44,3.9,32,3.2
"Census Tract 1156, Kings County, New York",1400000US36047115600,36047115600,0,0.0,0,0.0
"Census Tract 1158, Kings County, New York",1400000US36047115800,36047115800,0,0.0,6,0.7
"Census Tract 1160, Kings County, New York",1400000US36047116000,36047116000,24,2.7,9,1.0
"Census Tract 1162, Kings County, New York",1400000US36047116200,36047116200,22,2.3,15,2.0
"Census Tract 1164, Kings County, New York",1400000US36047116400,36047116400,36,3.2,39,4.4
"Census Tract 1166, Kings County, New York",1400000US36047116600,36047116600,7,0.7,15,1.7
"Census Tract 1168, Kings County, New York",1400000US36047116800,36047116800,15,2.2,0,0.0
"Census Tract 1170, Kings County, New York",1400000US36047117000,36047117000,6,1.0,9,1.8
"Census Tract 1172.01, Kings County, New York",1400000US36047117201,36047117201,13,1.3,4,0.5
"Census Tract 1172.02, Kings County, New York",1400000US36047117202,36047117202,0,0.0,28,2.6
"Census Tract 1174, Kings County, New York",1400000US36047117400,36047117400,55,3.0,50,4.6
"Census Tract 1176.01, Kings County, New York",1400000US36047117601,36047117601,12,0.9,0,0.0
"Census Tract 1176.02, Kings County, New York",1400000US36047117602,36047117602,0,0.0,0,0.0
"Census Tract 1178, Kings County, New York",1400000US36047117800,36047117800,4,0.6,12,2.4
"Census Tract 1180, Kings County, New York",1400000US36047118000,36047118000,0,-,0,-
"Census Tract 1182.01, Kings County, New York",1400000US36047118201,36047118201,4,0.3,4,0.5
"Census Tract 1182.02, Kings County, New York",1400000US36047118202,36047118202,37,3.1,34,3.9
"Census Tract 1184, Kings County, New York",1400000US36047118400,36047118400,51,2.1,9,0.6
"Census Tract 1186, Kings County, New York",1400000US36047118600,36047118600,9,0.9,21,2.8
"Census Tract 1188, Kings County, New York",1400000US36047118800,36047118800,5,0.3,26,2.1
"Census Tract 1190, Kings County, New York",1400000US36047119000,36047119000,6,0.7,0,0.0
"Census Tract 1192, Kings County, New York",1400000US36047119200,36047119200,22,1.8,0,0.0
"Census Tract 1194, Kings County, New York",1400000US36047119400,36047119400,0,0.0,20,1.8
"Census Tract 1196, Kings County, New York",1400000US36047119600,36047119600,11,0.6,9,0.5
"Census Tract 1198, Kings County, New York",1400000US36047119800,36047119800,39,3.5,12,1.1
"Census Tract 1200, Kings County, New York",1400000US36047120000,36047120000,2,0.3,0,0.0
"Census Tract 1202, Kings County, New York",1400000US36047120200,36047120200,5,0.6,0,0.0
"Census Tract 1208, Kings County, New York",1400000US36047120800,36047120800,45,1.3,17,0.6
"Census Tract 1210, Kings County, New York",1400000US36047121000,36047121000,11,1.1,0,0.0
"Census Tract 1214, Kings County, New York",1400000US36047121400,36047121400,0,0.0,24,1.5
"Census Tract 1220, Kings County, New York",1400000US36047122000,36047122000,79,3.1,72,3.4
"Census Tract 1237, Kings County, New York",1400000US36047123700,36047123700,58,3.1,0,0.0
"Census Tract 1502, Kings County, New York",1400000US36047150200,36047150200,175,9.8,183,17.2
"Census Tract 1522, Kings County, New York",1400000US36047152200,36047152200,152,8.2,159,14.7
"Census Tract 9901, Kings County, New York",1400000US36047990100,36047990100,0,-,0,-
"Census Tract 1, New York County, New York",1400000US36061000100,36061000100,0,-,0,-
"Census Tract 2.01, New York County, New York",1400000US36061000201,36061000201,7,0.6,11,1.1
"Census Tract 2.02, New York County, New York",1400000US36061000202,36061000202,19,0.7,121,3.5
"Census Tract 5, New York County, New York",1400000US36061000500,36061000500,0,-,0,-
"Census Tract 6, New York County, New York",1400000US36061000600,36061000600,178,4.4,53,1.3
"Census Tract 7, New York County, New York",1400000US36061000700,36061000700,490,7.6,1014,22.1
"Census Tract 8, New York County, New York",1400000US36061000800,36061000800,66,1.6,62,1.7
"Census Tract 9, New York County, New York",1400000US36061000900,36061000900,89,7.9,289,38.1
"Census Tract 10.01, New York County, New York",1400000US36061001001,36061001001,54,7.8,99,12.9
"Census Tract 10.02, New York County, New York",1400000US36061001002,36061001002,21,1.1,10,0.4
"Census Tract 12, New York County, New York",1400000US36061001200,36061001200,88,5.1,154,8.4
"Census Tract 13, New York County, New York",1400000US36061001300,36061001300,118,3.5,720,29.7
"Census Tract 14.01, New York County, New York",1400000US36061001401,36061001401,118,6.8,388,23.7
"Census Tract 14.02, New York County, New York",1400000US36061001402,36061001402,196,13.3,51,3.7
"Census Tract 15.01, New York County, New York",1400000US36061001501,36061001501,146,4.0,706,19.8
"Census Tract 15.02, New York County, New York",1400000US36061001502,36061001502,274,5.2,831,26.9
"Census Tract 16, New York County, New York",1400000US36061001600,36061001600,195,5.1,195,6.4
"Census Tract 18, New York County, New York",1400000US36061001800,36061001800,235,4.7,257,8.2
"Census Tract 20, New York County, New York",1400000US36061002000,36061002000,13,0.9,0,0.0
"Census Tract 21, New York County, New York",1400000US36061002100,36061002100,139,3.3,1727,60.0
"Census Tract 22.01, New York County, New York",1400000US36061002201,36061002201,201,6.7,100,3.3
"Census Tract 22.02, New York County, New York",1400000US36061002202,36061002202,259,17.4,78,7.6
"Census Tract 24, New York County, New York",1400000US36061002400,36061002400,148,7.4,126,5.9
"Census Tract 25, New York County, New York",1400000US36061002500,36061002500,0,0.0,12,0.6
"Census Tract 26.01, New York County, New York",1400000US36061002601,36061002601,143,7.3,163,10.6
"Census Tract 26.02, New York County, New York",1400000US36061002602,36061002602,268,10.0,218,10.2
"Census Tract 27, New York County, New York",1400000US36061002700,36061002700,21,2.9,83,13.9
"Census Tract 28, New York County, New York",1400000US36061002800,36061002800,174,5.7,83,2.5
"Census Tract 29, New York County, New York",1400000US36061002900,36061002900,145,7.1,65,3.0
"Census Tract 30.01, New York County, New York",1400000US36061003001,36061003001,298,9.9,316,13.7
"Census Tract 30.02, New York County, New York",1400000US36061003002,36061003002,78,4.0,101,5.8
"Census Tract 31, New York County, New York",1400000US36061003100,36061003100,43,3.5,324,44.4
"Census Tract 32, New York County, New York",1400000US36061003200,36061003200,558,11.2,524,11.7
"Census Tract 33, New York County, New York",1400000US36061003300,36061003300,313,9.6,1318,57.4
"Census Tract 34, New York County, New York",1400000US36061003400,36061003400,422,9.4,507,13.4
"Census Tract 36.01, New York County, New York",1400000US36061003601,36061003601,57,4.0,148,10.3
"Census Tract 36.02, New York County, New York",1400000US36061003602,36061003602,223,13.0,214,15.1
"Census Tract 37, New York County, New York",1400000US36061003700,36061003700,240,14.7,436,32.0
"Census Tract 38, New York County, New York",1400000US36061003800,36061003800,810,13.5,418,8.3
"Census Tract 39, New York County, New York",1400000US36061003900,36061003900,260,8.8,1015,40.2
"Census Tract 40, New York County, New York",1400000US36061004000,36061004000,729,12.4,730,17.6
"Census Tract 41, New York County, New York",1400000US36061004100,36061004100,232,5.4,528,15.9
"Census Tract 42, New York County, New York",1400000US36061004200,36061004200,187,7.5,540,35.0
"Census Tract 43, New York County, New York",1400000US36061004300,36061004300,228,8.4,391,16.9
"Census Tract 44, New York County, New York",1400000US36061004400,36061004400,609,6.0,985,12.4
"Census Tract 45, New York County, New York",1400000US36061004500,36061004500,27,4.8,166,39.5
"Census Tract 47, New York County, New York",1400000US36061004700,36061004700,62,4.0,392,30.0
"Census Tract 48, New York County, New York",1400000US36061004800,36061004800,512,11.8,614,18.1
"Census Tract 49, New York County, New York",1400000US36061004900,36061004900,149,5.0,584,23.8
"Census Tract 50, New York County, New York",1400000US36061005000,36061005000,251,7.5,757,26.6
"Census Tract 52, New York County, New York",1400000US36061005200,36061005200,54,2.7,630,43.0
"Census Tract 54, New York County, New York",1400000US36061005400,36061005400,329,10.6,829,32.9
"Census Tract 55.01, New York County, New York",1400000US36061005501,36061005501,144,5.3,510,23.6
"Census Tract 55.02, New York County, New York",1400000US36061005502,36061005502,129,9.1,342,29.3
"Census Tract 56, New York County, New York",1400000US36061005600,36061005600,119,6.6,606,36.1
"Census Tract 57, New York County, New York",1400000US36061005700,36061005700,198,11.5,624,37.7
"Census Tract 58, New York County, New York",1400000US36061005800,36061005800,153,6.8,800,40.1
"Census Tract 59, New York County, New York",1400000US36061005900,36061005900,183,5.8,925,31.0
"Census Tract 60, New York County, New York",1400000US36061006000,36061006000,81,3.1,732,31.4
"Census Tract 61, New York County, New York",1400000US36061006100,36061006100,221,8.0,633,26.9
"Census Tract 62, New York County, New York",1400000US36061006200,36061006200,77,4.8,185,14.2
"Census Tract 63, New York County, New York",1400000US36061006300,36061006300,373,9.9,1020,27.3
"Census Tract 64, New York County, New York",1400000US36061006400,36061006400,493,8.5,879,19.3
"Census Tract 65, New York County, New York",1400000US36061006500,36061006500,247,6.6,474,15.6
"Census Tract 66, New York County, New York",1400000US36061006600,36061006600,461,6.5,1075,17.3
"Census Tract 67, New York County, New York",1400000US36061006700,36061006700,385,10.4,697,21.4
"Census Tract 68, New York County, New York",1400000US36061006800,36061006800,628,13.3,938,24.6
"Census Tract 69, New York County, New York",1400000US36061006900,36061006900,74,4.8,571,45.6
"Census Tract 70, New York County, New York",1400000US36061007000,36061007000,456,8.1,986,20.4
"Census Tract 71, New York County, New York",1400000US36061007100,36061007100,389,9.2,801,23.0
"Census Tract 72, New York County, New York",1400000US36061007200,36061007200,427,8.0,589,14.2
"Census Tract 73, New York County, New York",1400000US36061007300,36061007300,645,15.2,951,25.3
"Census Tract 74, New York County, New York",1400000US36061007400,36061007400,110,4.5,714,33.0
"Census Tract 75, New York County, New York",1400000US36061007500,36061007500,208,7.3,828,32.1
"Census Tract 76, New York County, New York",1400000US36061007600,36061007600,101,7.7,221,21.9
"Census Tract 77, New York County, New York",1400000US36061007700,36061007700,657,15.8,982,27.9
"Census Tract 78, New York County, New York",1400000US36061007800,36061007800,736,13.4,1214,26.2
"Census Tract 79, New York County, New York",1400000US36061007900,36061007900,189,7.6,867,33.2
"Census Tract 80, New York County, New York",1400000US36061008000,36061008000,245,7.4,893,29.1
"Census Tract 81, New York County, New York",1400000US36061008100,36061008100,987,16.3,1278,26.1
"Census Tract 82, New York County, New York",1400000US36061008200,36061008200,80,4.0,514,27.4
"Census Tract 83, New York County, New York",1400000US36061008300,36061008300,206,9.5,422,21.2
"Census Tract 84, New York County, New York",1400000US36061008400,36061008400,55,4.2,319,30.8
"Census Tract 86.01, New York County, New York",1400000US36061008601,36061008601,145,7.2,427,31.9
"Census Tract 86.02, New York County, New York",1400000US36061008602,36061008602,0,-,0,-
"Census Tract 86.03, New York County, New York",1400000US36061008603,36061008603,108,4.5,962,36.5
"Census Tract 87, New York County, New York",1400000US36061008700,36061008700,593,11.3,1400,35.7
"Census Tract 88, New York County, New York",1400000US36061008800,36061008800,355,7.3,869,19.1
"Census Tract 89, New York County, New York",1400000US36061008900,36061008900,465,12.7,677,22.4
"Census Tract 90, New York County, New York",1400000US36061009000,36061009000,300,5.5,1110,26.3
"Census Tract 91, New York County, New York",1400000US36061009100,36061009100,307,6.1,1187,28.7
"Census Tract 92, New York County, New York",1400000US36061009200,36061009200,115,8.1,317,27.5
"Census Tract 93, New York County, New York",1400000US36061009300,36061009300,376,6.7,1211,23.3
"Census Tract 94, New York County, New York",1400000US36061009400,36061009400,0,0.0,0,0.0
"Census Tract 95, New York County, New York",1400000US36061009500,36061009500,36,2.2,498,40.7
"Census Tract 96, New York County, New York",1400000US36061009600,36061009600,4,3.4,21,17.5
"Census Tract 97, New York County, New York",1400000US36061009700,36061009700,109,4.5,286,10.5
"Census Tract 98, New York County, New York",1400000US36061009800,36061009800,643,12.3,1368,31.9
"Census Tract 99, New York County, New York",1400000US36061009900,36061009900,332,8.9,855,29.6
"Census Tract 100, New York County, New York",1400000US36061010000,36061010000,103,8.4,286,24.3
"Census Tract 101, New York County, New York",1400000US36061010100,36061010100,71,7.6,282,37.2
"Census Tract 102, New York County, New York",1400000US36061010200,36061010200,0,0.0,24,19.2
"Census Tract 103, New York County, New York",1400000US36061010300,36061010300,141,10.1,181,15.7
"Census Tract 104, New York County, New York",1400000US36061010400,36061010400,75,13.1,142,22.6
"Census Tract 106.01, New York County, New York",1400000US36061010601,36061010601,105,2.7,1473,33.1
"Census Tract 106.02, New York County, New York",1400000US36061010602,36061010602,141,4.7,660,27.9
"Census Tract 108, New York County, New York",1400000US36061010800,36061010800,548,9.5,1670,34.7
"Census Tract 109, New York County, New York",1400000US36061010900,36061010900,10,7.4,19,20.9
"Census Tract 110, New York County, New York",1400000US36061011000,36061011000,532,10.4,1263,30.2
"Census Tract 111, New York County, New York",1400000US36061011100,36061011100,258,7.7,414,16.8
"Census Tract 112.01, New York County, New York",1400000US36061011201,36061011201,28,5.1,223,40.6
"Census Tract 112.02, New York County, New York",1400000US36061011202,36061011202,0,0.0,83,43.7
"Census Tract 112.03, New York County, New York",1400000US36061011203,36061011203,39,4.9,256,37.2
"Census Tract 113, New York County, New York",1400000US36061011300,36061011300,4,3.7,14,20.9
"Census Tract 114.01, New York County, New York",1400000US36061011401,36061011401,45,6.8,311,50.0
"Census Tract 114.02, New York County, New York",1400000US36061011402,36061011402,72,5.8,450,35.6
"Census Tract 115, New York County, New York",1400000US36061011500,36061011500,140,6.8,343,23.0
"Census Tract 116, New York County, New York",1400000US36061011600,36061011600,116,5.9,204,11.2
"Census Tract 117, New York County, New York",1400000US36061011700,36061011700,90,3.2,517,21.9
"Census Tract 118, New York County, New York",1400000US36061011800,36061011800,354,6.5,1800,35.0
"Census Tract 119, New York County, New York",1400000US36061011900,36061011900,8,2.1,8,0.8
"Census Tract 120, New York County, New York",1400000US36061012000,36061012000,9,0.6,593,34.6
"Census Tract 121, New York County, New York",1400000US36061012100,36061012100,342,5.9,398,8.0
"Census Tract 122, New York County, New York",1400000US36061012200,36061012200,30,2.0,708,38.2
"Census Tract 124, New York County, New York",1400000US36061012400,36061012400,387,6.5,1449,27.2
"Census Tract 125, New York County, New York",1400000US36061012500,36061012500,147,7.8,511,34.7
"Census Tract 126, New York County, New York",1400000US36061012600,36061012600,309,3.9,2370,33.5
"Census Tract 127, New York County, New York",1400000US36061012700,36061012700,485,9.4,539,13.8
"Census Tract 128, New York County, New York",1400000US36061012800,36061012800,63,2.1,1467,47.3
"Census Tract 129, New York County, New York",1400000US36061012900,36061012900,335,8.3,930,29.4
"Census Tract 130, New York County, New York",1400000US36061013000,36061013000,90,6.4,889,52.4
"Census Tract 131, New York County, New York",1400000US36061013100,36061013100,149,8.9,306,17.8
"Census Tract 132, New York County, New York",1400000US36061013200,36061013200,452,6.6,1211,20.0
"Census Tract 133, New York County, New York",1400000US36061013300,36061013300,249,7.6,288,10.3
"Census Tract 134, New York County, New York",1400000US36061013400,36061013400,347,4.6,1709,25.0
"Census Tract 135, New York County, New York",1400000US36061013500,36061013500,188,5.5,612,16.3
"Census Tract 136, New York County, New York",1400000US36061013600,36061013600,1142,11.7,2060,23.7
"Census Tract 137, New York County, New York",1400000US36061013700,36061013700,392,9.7,1265,35.4
"Census Tract 138, New York County, New York",1400000US36061013800,36061013800,751,8.3,2003,27.6
"Census Tract 139, New York County, New York",1400000US36061013900,36061013900,455,7.6,1013,18.2
"Census Tract 140, New York County, New York",1400000US36061014000,36061014000,245,5.7,1501,40.0
"Census Tract 142, New York County, New York",1400000US36061014200,36061014200,106,5.0,1184,57.1
"Census Tract 143, New York County, New York",1400000US36061014300,36061014300,0,-,0,-
"Census Tract 144.01, New York County, New York",1400000US36061014401,36061014401,242,8.1,777,29.0
"Census Tract 144.02, New York County, New York",1400000US36061014402,36061014402,222,5.1,1238,30.8
"Census Tract 145, New York County, New York",1400000US36061014500,36061014500,132,4.7,976,37.5
"Census Tract 146.01, New York County, New York",1400000US36061014601,36061014601,223,7.1,684,25.8
"Census Tract 146.02, New York County, New York",1400000US36061014602,36061014602,415,7.3,1127,24.1
"Census Tract 147, New York County, New York",1400000US36061014700,36061014700,57,2.8,559,37.0
"Census Tract 148.01, New York County, New York",1400000US36061014801,36061014801,140,7.6,630,43.3
"Census Tract 148.02, New York County, New York",1400000US36061014802,36061014802,260,6.5,964,29.4
"Census Tract 149, New York County, New York",1400000US36061014900,36061014900,269,8.3,1270,41.8
"Census Tract 150.01, New York County, New York",1400000US36061015001,36061015001,30,3.2,381,37.2
"Census Tract 150.02, New York County, New York",1400000US36061015002,36061015002,71,3.2,1014,42.2
"Census Tract 151, New York County, New York",1400000US36061015100,36061015100,139,4.0,981,23.6
"Census Tract 152, New York County, New York",1400000US36061015200,36061015200,167,4.2,787,21.1
"Census Tract 153, New York County, New York",1400000US36061015300,36061015300,401,7.5,1821,37.9
"Census Tract 154, New York County, New York",1400000US36061015400,36061015400,875,10.2,1041,13.1
"Census Tract 155, New York County, New York",1400000US36061015500,36061015500,588,10.7,1260,23.1
"Census Tract 156.01, New York County, New York",1400000US36061015601,36061015601,453,11.1,358,13.1
"Census Tract 156.02, New York County, New York",1400000US36061015602,36061015602,46,4.3,115,12.1
"Census Tract 157, New York County, New York",1400000US36061015700,36061015700,999,15.7,1272,23.2
"Census Tract 158.01, New York County, New York",1400000US36061015801,36061015801,178,5.6,962,36.0
"Census Tract 158.02, New York County, New York",1400000US36061015802,36061015802,122,4.1,449,22.8
"Census Tract 159, New York County, New York",1400000US36061015900,36061015900,589,9.3,1493,28.1
"Census Tract 160.01, New York County, New York",1400000US36061016001,36061016001,79,4.5,909,54.7
"Census Tract 160.02, New York County, New York",1400000US36061016002,36061016002,46,2.7,356,29.6
"Census Tract 161, New York County, New York",1400000US36061016100,36061016100,468,11.1,911,25.2
"Census Tract 162, New York County, New York",1400000US36061016200,36061016200,74,2.6,0,0.0
"Census Tract 163, New York County, New York",1400000US36061016300,36061016300,434,11.4,1137,29.7
"Census Tract 164, New York County, New York",1400000US36061016400,36061016400,118,3.6,179,6.9
"Census Tract 165, New York County, New York",1400000US36061016500,36061016500,325,8.2,1094,33.2
"Census Tract 166, New York County, New York",1400000US36061016600,36061016600,246,6.2,101,3.5
"Census Tract 167, New York County, New York",1400000US36061016700,36061016700,339,9.0,1118,34.9
"Census Tract 168, New York County, New York",1400000US36061016800,36061016800,89,5.9,96,5.7
"Census Tract 169, New York County, New York",1400000US36061016900,36061016900,485,10.0,861,21.3
"Census Tract 170, New York County, New York",1400000US36061017000,36061017000,97,3.0,22,0.7
"Census Tract 171, New York County, New York",1400000US36061017100,36061017100,322,5.5,1534,33.9
"Census Tract 172, New York County, New York",1400000US36061017200,36061017200,32,1.2,65,3.0
"Census Tract 173, New York County, New York",1400000US36061017300,36061017300,612,11.9,1064,25.4
"Census Tract 174.01, New York County, New York",1400000US36061017401,36061017401,103,6.9,176,9.1
"Census Tract 174.02, New York County, New York",1400000US36061017402,36061017402,34,3.4,14,1.6
"Census Tract 175, New York County, New York",1400000US36061017500,36061017500,838,14.2,1516,31.8
"Census Tract 177, New York County, New York",1400000US36061017700,36061017700,304,6.3,708,14.6
"Census Tract 178, New York County, New York",1400000US36061017800,36061017800,67,3.6,20,1.2
"Census Tract 179, New York County, New York",1400000US36061017900,36061017900,369,7.3,670,14.7
"Census Tract 180, New York County, New York",1400000US36061018000,36061018000,131,3.7,77,2.6
"Census Tract 181, New York County, New York",1400000US36061018100,36061018100,272,6.4,788,18.1
"Census Tract 182, New York County, New York",1400000US36061018200,36061018200,57,2.0,52,1.9
"Census Tract 183, New York County, New York",1400000US36061018300,36061018300,504,8.8,998,22.8
"Census Tract 184, New York County, New York",1400000US36061018400,36061018400,134,4.5,131,4.5
"Census Tract 185, New York County, New York",1400000US36061018500,36061018500,297,10.8,424,15.0
"Census Tract 186, New York County, New York",1400000US36061018600,36061018600,45,1.9,46,2.3
"Census Tract 187, New York County, New York",1400000US36061018700,36061018700,327,6.3,822,20.6
"Census Tract 188, New York County, New York",1400000US36061018800,36061018800,65,2.8,15,0.7
"Census Tract 189, New York County, New York",1400000US36061018900,36061018900,92,1.9,417,8.3
"Census Tract 190, New York County, New York",1400000US36061019000,36061019000,64,4.1,186,13.5
"Census Tract 191, New York County, New York",1400000US36061019100,36061019100,482,8.0,1099,23.6
"Census Tract 192, New York County, New York",1400000US36061019200,36061019200,9,0.9,14,1.1
"Census Tract 193, New York County, New York",1400000US36061019300,36061019300,257,6.2,211,5.5
"Census Tract 194, New York County, New York",1400000US36061019400,36061019400,15,0.7,0,0.0
"Census Tract 195, New York County, New York",1400000US36061019500,36061019500,330,7.7,906,27.2
"Census Tract 196, New York County, New York",1400000US36061019600,36061019600,84,5.1,59,3.7
"Census Tract 197.01, New York County, New York",1400000US36061019701,36061019701,46,10.7,91,21.1
"Census Tract 197.02, New York County, New York",1400000US36061019702,36061019702,38,3.1,114,11.9
"Census Tract 198, New York County, New York",1400000US36061019800,36061019800,40,3.0,114,9.7
"Census Tract 199, New York County, New York",1400000US36061019900,36061019900,495,11.9,648,19.5
"Census Tract 200, New York County, New York",1400000US36061020000,36061020000,63,3.5,145,10.8
"Census Tract 201.01, New York County, New York",1400000US36061020101,36061020101,10,2.3,60,21.0
"Census Tract 201.02, New York County, New York",1400000US36061020102,36061020102,61,2.6,106,5.9
"Census Tract 203, New York County, New York",1400000US36061020300,36061020300,29,3.7,36,9.3
"Census Tract 205, New York County, New York",1400000US36061020500,36061020500,85,4.9,340,29.5
"Census Tract 206, New York County, New York",1400000US36061020600,36061020600,101,7.7,39,2.9
"Census Tract 207.01, New York County, New York",1400000US36061020701,36061020701,8,0.5,91,6.9
"Census Tract 208, New York County, New York",1400000US36061020800,36061020800,212,7.9,252,12.1
"Census Tract 209.01, New York County, New York",1400000US36061020901,36061020901,118,8.0,0,0.0
"Census Tract 210, New York County, New York",1400000US36061021000,36061021000,0,0.0,53,1.7
"Census Tract 211, New York County, New York",1400000US36061021100,36061021100,177,4.1,356,8.7
"Census Tract 212, New York County, New York",1400000US36061021200,36061021200,55,2.8,17,0.7
"Census Tract 213.03, New York County, New York",1400000US36061021303,36061021303,111,3.5,13,0.6
"Census Tract 214, New York County, New York",1400000US36061021400,36061021400,36,2.1,0,0.0
"Census Tract 215, New York County, New York",1400000US36061021500,36061021500,27,1.9,20,1.5
"Census Tract 216, New York County, New York",1400000US36061021600,36061021600,222,5.3,283,8.5
"Census Tract 217.03, New York County, New York",1400000US36061021703,36061021703,0,0.0,0,0.0
"Census Tract 218, New York County, New York",1400000US36061021800,36061021800,205,6.4,126,4.5
"Census Tract 219, New York County, New York",1400000US36061021900,36061021900,74,3.7,20,1.0
"Census Tract 220, New York County, New York",1400000US36061022000,36061022000,206,7.8,124,5.0
"Census Tract 221.02, New York County, New York",1400000US36061022102,36061022102,42,3.2,73,6.3
"Census Tract 222, New York County, New York",1400000US36061022200,36061022200,56,4.8,119,9.3
"Census Tract 223.01, New York County, New York",1400000US36061022301,36061022301,177,4.1,54,2.3
"Census Tract 223.02, New York County, New York",1400000US36061022302,36061022302,73,4.7,18,1.2
"Census Tract 224, New York County, New York",1400000US36061022400,36061022400,60,2.2,95,3.5
"Census Tract 225, New York County, New York",1400000US36061022500,36061022500,119,2.4,37,1.1
"Census Tract 226, New York County, New York",1400000US36061022600,36061022600,86,4.4,134,7.5
"Census Tract 227, New York County, New York",1400000US36061022700,36061022700,163,5.8,68,3.1
"Census Tract 228, New York County, New York",1400000US36061022800,36061022800,85,3.2,104,4.2
"Census Tract 229, New York County, New York",1400000US36061022900,36061022900,33,0.8,77,2.7
"Census Tract 230, New York County, New York",1400000US36061023000,36061023000,81,1.8,116,3.3
"Census Tract 231, New York County, New York",1400000US36061023100,36061023100,240,6.4,106,4.0
"Census Tract 232, New York County, New York",1400000US36061023200,36061023200,135,3.9,0,0.0
"Census Tract 233, New York County, New York",1400000US36061023300,36061023300,82,2.3,126,4.9
"Census Tract 234, New York County, New York",1400000US36061023400,36061023400,70,2.7,52,2.3
"Census Tract 235.01, New York County, New York",1400000US36061023501,36061023501,232,8.2,42,1.7
"Census Tract 235.02, New York County, New York",1400000US36061023502,36061023502,29,3.2,6,0.8
"Census Tract 236, New York County, New York",1400000US36061023600,36061023600,60,2.5,25,0.8
"Census Tract 237, New York County, New York",1400000US36061023700,36061023700,233,5.8,80,3.1
"Census Tract 238.01, New York County, New York",1400000US36061023801,36061023801,211,4.2,585,14.8
"Census Tract 238.02, New York County, New York",1400000US36061023802,36061023802,27,3.3,177,26.3
"Census Tract 239, New York County, New York",1400000US36061023900,36061023900,86,6.0,50,4.8
"Census Tract 240, New York County, New York",1400000US36061024000,36061024000,0,0.0,0,-
"Census Tract 241, New York County, New York",1400000US36061024100,36061024100,70,1.6,118,3.7
"Census Tract 242, New York County, New York",1400000US36061024200,36061024200,3,0.2,14,1.0
"Census Tract 243.01, New York County, New York",1400000US36061024301,36061024301,26,1.5,59,4.3
"Census Tract 243.02, New York County, New York",1400000US36061024302,36061024302,0,0.0,0,0.0
"Census Tract 245, New York County, New York",1400000US36061024500,36061024500,80,1.0,0,0.0
"Census Tract 247, New York County, New York",1400000US36061024700,36061024700,149,4.1,79,3.2
"Census Tract 249, New York County, New York",1400000US36061024900,36061024900,37,6.9,6,1.6
"Census Tract 251, New York County, New York",1400000US36061025100,36061025100,13,1.3,12,1.7
"Census Tract 253, New York County, New York",1400000US36061025300,36061025300,278,5.2,0,0.0
"Census Tract 255, New York County, New York",1400000US36061025500,36061025500,118,4.5,50,2.4
"Census Tract 257, New York County, New York",1400000US36061025700,36061025700,90,4.0,234,13.6
