GEO.display-label,GEOid,GEOid2,Information_Industry_#,Information_Industry_%,HHI_200+_#,HHI_200+_%
"Census Tract 207, Kings County, New York",1400000US36047020700,36047020700,423,14.6,234,11.3
"Census Tract 208, Kings County, New York",1400000US36047020800,36047020800,8,0.5,88,8.5
"Census Tract 210, Kings County, New York",1400000US36047021000,36047021000,19,0.9,23,1.6
"Census Tract 211, Kings County, New York",1400000US36047021100,36047021100,82,11.2,47,7.7
"Census Tract 212, Kings County, New York",1400000US36047021200,36047021200,27,1.2,23,1.6
"Census Tract 213, Kings County, New York",1400000US36047021300,36047021300,129,6.6,61,3.2
"Census Tract 214, Kings County, New York",1400000US36047021400,36047021400,20,1.9,13,2.3
"Census Tract 215, Kings County, New York",1400000US36047021500,36047021500,190,6.1,290,12.1
"Census Tract 216, Kings County, New York",1400000US36047021600,36047021600,0,0.0,33,3.1
"Census Tract 217, Kings County, New York",1400000US36047021700,36047021700,171,8.5,41,2.6
"Census Tract 218, Kings County, New York",1400000US36047021800,36047021800,8,0.6,53,5.3
"Census Tract 219, Kings County, New York",1400000US36047021900,36047021900,210,10.2,46,3.2
"Census Tract 220, Kings County, New York",1400000US36047022000,36047022000,0,0.0,14,1.2
"Census Tract 221, Kings County, New York",1400000US36047022100,36047022100,157,6.7,95,5.9
"Census Tract 222, Kings County, New York",1400000US36047022200,36047022200,23,1.6,23,2.0
"Census Tract 224, Kings County, New York",1400000US36047022400,36047022400,8,0.4,15,1.2
"Census Tract 226, Kings County, New York",1400000US36047022600,36047022600,0,0.0,0,0.0
"Census Tract 227, Kings County, New York",1400000US36047022700,36047022700,75,3.8,67,4.7
"Census Tract 228, Kings County, New York",1400000US36047022800,36047022800,16,1.5,19,2.4
"Census Tract 229, Kings County, New York",1400000US36047022900,36047022900,184,8.6,32,1.9
"Census Tract 230, Kings County, New York",1400000US36047023000,36047023000,18,1.2,35,3.7
"Census Tract 231, Kings County, New York",1400000US36047023100,36047023100,201,10.1,55,3.7
"Census Tract 232, Kings County, New York",1400000US36047023200,36047023200,7,0.4,0,0.0
"Census Tract 233, Kings County, New York",1400000US36047023300,36047023300,121,5.6,75,3.9
"Census Tract 234, Kings County, New York",1400000US36047023400,36047023400,0,0.0,20,1.4
"Census Tract 235, Kings County, New York",1400000US36047023500,36047023500,112,6.4,71,5.6
"Census Tract 236, Kings County, New York",1400000US36047023600,36047023600,12,0.7,16,1.0
"Census Tract 238, Kings County, New York",1400000US36047023800,36047023800,9,0.6,30,2.3
"Census Tract 240, Kings County, New York",1400000US36047024000,36047024000,38,2.8,0,0.0
"Census Tract 241, Kings County, New York",1400000US36047024100,36047024100,72,6.3,16,1.7
"Census Tract 242, Kings County, New York",1400000US36047024200,36047024200,28,2.7,39,4.8
"Census Tract 243, Kings County, New York",1400000US36047024300,36047024300,163,7.1,35,2.0
"Census Tract 244, Kings County, New York",1400000US36047024400,36047024400,21,1.6,54,5.5
"Census Tract 245, Kings County, New York",1400000US36047024500,36047024500,51,2.8,53,3.4
"Census Tract 246, Kings County, New York",1400000US36047024600,36047024600,24,1.8,38,3.9
"Census Tract 247, Kings County, New York",1400000US36047024700,36047024700,28,2.6,26,2.7
"Census Tract 248, Kings County, New York",1400000US36047024800,36047024800,17,1.2,22,2.5
"Census Tract 249, Kings County, New York",1400000US36047024900,36047024900,66,3.0,66,3.9
"Census Tract 250, Kings County, New York",1400000US36047025000,36047025000,5,0.7,21,4.2
"Census Tract 251, Kings County, New York",1400000US36047025100,36047025100,40,3.1,33,2.4
"Census Tract 252, Kings County, New York",1400000US36047025200,36047025200,26,1.1,40,2.2
"Census Tract 253, Kings County, New York",1400000US36047025300,36047025300,55,4.0,56,5.0
"Census Tract 254, Kings County, New York",1400000US36047025400,36047025400,135,7.2,7,0.6
"Census Tract 255, Kings County, New York",1400000US36047025500,36047025500,35,1.9,0,0.0
"Census Tract 256, Kings County, New York",1400000US36047025600,36047025600,15,1.1,56,5.6
"Census Tract 257, Kings County, New York",1400000US36047025700,36047025700,58,5.3,16,2.4
"Census Tract 258, Kings County, New York",1400000US36047025800,36047025800,10,0.6,43,3.0
"Census Tract 259.01, Kings County, New York",1400000US36047025901,36047025901,60,6.5,31,4.9
"Census Tract 259.02, Kings County, New York",1400000US36047025902,36047025902,9,1.4,0,0.0
"Census Tract 260, Kings County, New York",1400000US36047026000,36047026000,41,2.5,24,2.1
"Census Tract 261, Kings County, New York",1400000US36047026100,36047026100,123,4.3,25,1.2
"Census Tract 262, Kings County, New York",1400000US36047026200,36047026200,19,1.8,61,7.8
"Census Tract 263, Kings County, New York",1400000US36047026300,36047026300,54,5.9,23,2.7
"Census Tract 264, Kings County, New York",1400000US36047026400,36047026400,75,3.2,71,4.3
"Census Tract 265, Kings County, New York",1400000US36047026500,36047026500,117,7.0,49,3.5
"Census Tract 266, Kings County, New York",1400000US36047026600,36047026600,9,0.6,43,3.9
"Census Tract 267, Kings County, New York",1400000US36047026700,36047026700,114,6.3,105,6.0
"Census Tract 268, Kings County, New York",1400000US36047026800,36047026800,46,2.6,33,2.5
"Census Tract 269, Kings County, New York",1400000US36047026900,36047026900,70,5.3,46,4.0
"Census Tract 270, Kings County, New York",1400000US36047027000,36047027000,0,0.0,10,1.1
"Census Tract 271, Kings County, New York",1400000US36047027100,36047027100,34,2.7,5,0.5
"Census Tract 272, Kings County, New York",1400000US36047027200,36047027200,27,1.6,46,4.1
"Census Tract 273, Kings County, New York",1400000US36047027300,36047027300,70,6.6,49,3.9
"Census Tract 274, Kings County, New York",1400000US36047027400,36047027400,14,1.1,49,4.9
"Census Tract 275, Kings County, New York",1400000US36047027500,36047027500,122,6.2,118,7.4
"Census Tract 276, Kings County, New York",1400000US36047027600,36047027600,85,4.2,61,5.1
"Census Tract 277, Kings County, New York",1400000US36047027700,36047027700,78,4.7,38,2.4
"Census Tract 278, Kings County, New York",1400000US36047027800,36047027800,71,5.1,23,1.9
"Census Tract 279, Kings County, New York",1400000US36047027900,36047027900,0,0.0,47,3.2
"Census Tract 280, Kings County, New York",1400000US36047028000,36047028000,0,0.0,49,7.9
"Census Tract 281, Kings County, New York",1400000US36047028100,36047028100,66,4.2,0,0.0
"Census Tract 282, Kings County, New York",1400000US36047028200,36047028200,41,2.8,34,2.8
"Census Tract 283, Kings County, New York",1400000US36047028300,36047028300,27,1.9,0,0.0
"Census Tract 284, Kings County, New York",1400000US36047028400,36047028400,12,0.7,17,1.3
"Census Tract 285.01, Kings County, New York",1400000US36047028501,36047028501,22,11.2,12,13.8
"Census Tract 285.02, Kings County, New York",1400000US36047028502,36047028502,0,0.0,0,0.0
"Census Tract 286, Kings County, New York",1400000US36047028600,36047028600,60,2.8,70,3.5
"Census Tract 287, Kings County, New York",1400000US36047028700,36047028700,18,1.5,8,0.8
"Census Tract 288, Kings County, New York",1400000US36047028800,36047028800,53,3.2,27,2.3
"Census Tract 289, Kings County, New York",1400000US36047028900,36047028900,51,3.8,5,0.4
"Census Tract 290, Kings County, New York",1400000US36047029000,36047029000,26,1.4,16,1.0
"Census Tract 291, Kings County, New York",1400000US36047029100,36047029100,78,6.3,28,2.7
"Census Tract 292, Kings County, New York",1400000US36047029200,36047029200,7,0.6,32,3.5
"Census Tract 293, Kings County, New York",1400000US36047029300,36047029300,15,1.2,98,7.0
"Census Tract 294, Kings County, New York",1400000US36047029400,36047029400,9,1.0,13,2.1
"Census Tract 295, Kings County, New York",1400000US36047029500,36047029500,97,4.6,99,6.3
"Census Tract 296, Kings County, New York",1400000US36047029600,36047029600,58,2.3,65,3.2
"Census Tract 297, Kings County, New York",1400000US36047029700,36047029700,74,4.4,74,4.9
"Census Tract 298, Kings County, New York",1400000US36047029800,36047029800,76,4.2,68,5.3
"Census Tract 299, Kings County, New York",1400000US36047029900,36047029900,26,3.3,8,1.0
"Census Tract 300, Kings County, New York",1400000US36047030000,36047030000,28,1.5,69,5.6
"Census Tract 301, Kings County, New York",1400000US36047030100,36047030100,21,2.1,9,0.9
"Census Tract 302, Kings County, New York",1400000US36047030200,36047030200,10,0.5,53,3.6
"Census Tract 303, Kings County, New York",1400000US36047030300,36047030300,0,0.0,0,0.0
"Census Tract 304, Kings County, New York",1400000US36047030400,36047030400,16,1.1,25,1.7
"Census Tract 305, Kings County, New York",1400000US36047030500,36047030500,415,11.3,72,2.8
"Census Tract 306, Kings County, New York",1400000US36047030600,36047030600,22,2.7,49,7.7
"Census Tract 307, Kings County, New York",1400000US36047030700,36047030700,23,1.3,0,0.0
"Census Tract 308, Kings County, New York",1400000US36047030800,36047030800,19,2.1,21,2.9
"Census Tract 309, Kings County, New York",1400000US36047030900,36047030900,0,0.0,15,2.1
"Census Tract 311, Kings County, New York",1400000US36047031100,36047031100,25,2.1,37,3.3
"Census Tract 313, Kings County, New York",1400000US36047031300,36047031300,73,4.1,96,4.5
"Census Tract 314, Kings County, New York",1400000US36047031400,36047031400,20,1.1,53,2.8
"Census Tract 315, Kings County, New York",1400000US36047031500,36047031500,117,4.5,38,1.7
"Census Tract 317.01, Kings County, New York",1400000US36047031701,36047031701,114,5.5,61,4.5
"Census Tract 317.02, Kings County, New York",1400000US36047031702,36047031702,87,4.0,40,2.7
"Census Tract 319, Kings County, New York",1400000US36047031900,36047031900,59,4.2,19,1.4
"Census Tract 321, Kings County, New York",1400000US36047032100,36047032100,132,4.9,61,3.0
"Census Tract 323, Kings County, New York",1400000US36047032300,36047032300,74,3.8,40,2.8
"Census Tract 325, Kings County, New York",1400000US36047032500,36047032500,104,3.1,65,2.6
"Census Tract 326, Kings County, New York",1400000US36047032600,36047032600,0,0.0,0,0.0
"Census Tract 327, Kings County, New York",1400000US36047032700,36047032700,88,6.3,73,5.8
"Census Tract 328, Kings County, New York",1400000US36047032800,36047032800,0,0.0,18,1.9
"Census Tract 329, Kings County, New York",1400000US36047032900,36047032900,141,6.2,48,2.1
"Census Tract 330, Kings County, New York",1400000US36047033000,36047033000,50,3.8,76,4.4
"Census Tract 331, Kings County, New York",1400000US36047033100,36047033100,78,4.1,14,0.9
"Census Tract 333, Kings County, New York",1400000US36047033300,36047033300,51,3.2,28,2.1
"Census Tract 335, Kings County, New York",1400000US36047033500,36047033500,17,1.6,25,3.3
"Census Tract 336, Kings County, New York",1400000US36047033600,36047033600,46,2.5,101,7.5
"Census Tract 337, Kings County, New York",1400000US36047033700,36047033700,118,7.0,18,1.4
"Census Tract 339, Kings County, New York",1400000US36047033900,36047033900,54,2.8,9,0.5
"Census Tract 340, Kings County, New York",1400000US36047034000,36047034000,0,0.0,0,0.0
"Census Tract 341, Kings County, New York",1400000US36047034100,36047034100,136,9.7,28,2.7
"Census Tract 342, Kings County, New York",1400000US36047034200,36047034200,0,0.0,46,1.7
"Census Tract 343, Kings County, New York",1400000US36047034300,36047034300,35,2.1,28,1.4
"Census Tract 345, Kings County, New York",1400000US36047034500,36047034500,27,2.6,8,0.7
"Census Tract 347, Kings County, New York",1400000US36047034700,36047034700,52,3.7,0,0.0
"Census Tract 348, Kings County, New York",1400000US36047034800,36047034800,5,0.4,22,3.1
"Census Tract 349, Kings County, New York",1400000US36047034900,36047034900,64,2.7,9,0.4
"Census Tract 350, Kings County, New York",1400000US36047035000,36047035000,23,1.8,0,0.0
"Census Tract 351, Kings County, New York",1400000US36047035100,36047035100,15,0.8,29,1.8
"Census Tract 352, Kings County, New York",1400000US36047035200,36047035200,0,0.0,0,0.0
"Census Tract 353, Kings County, New York",1400000US36047035300,36047035300,93,3.7,41,2.1
"Census Tract 354, Kings County, New York",1400000US36047035400,36047035400,22,0.8,91,3.4
"Census Tract 355, Kings County, New York",1400000US36047035500,36047035500,46,1.8,10,0.5
"Census Tract 356.01, Kings County, New York",1400000US36047035601,36047035601,11,1.1,0,0.0
"Census Tract 356.02, Kings County, New York",1400000US36047035602,36047035602,46,2.2,63,2.4
"Census Tract 357, Kings County, New York",1400000US36047035700,36047035700,5,0.6,11,1.1
"Census Tract 359, Kings County, New York",1400000US36047035900,36047035900,39,2.0,0,0.0
"Census Tract 360.01, Kings County, New York",1400000US36047036001,36047036001,5,0.5,131,8.1
"Census Tract 360.02, Kings County, New York",1400000US36047036002,36047036002,0,0.0,31,1.5
"Census Tract 361, Kings County, New York",1400000US36047036100,36047036100,0,0.0,10,0.9
"Census Tract 362, Kings County, New York",1400000US36047036200,36047036200,0,0.0,21,1.8
"Census Tract 363, Kings County, New York",1400000US36047036300,36047036300,33,2.0,55,3.5
"Census Tract 364, Kings County, New York",1400000US36047036400,36047036400,22,2.3,36,4.6
"Census Tract 365.01, Kings County, New York",1400000US36047036501,36047036501,42,3.7,0,0.0
"Census Tract 365.02, Kings County, New York",1400000US36047036502,36047036502,0,0.0,19,4.6
"Census Tract 366, Kings County, New York",1400000US36047036600,36047036600,11,0.6,7,0.5
"Census Tract 367, Kings County, New York",1400000US36047036700,36047036700,23,3.5,5,1.0
"Census Tract 369, Kings County, New York",1400000US36047036900,36047036900,44,2.4,0,0.0
"Census Tract 370, Kings County, New York",1400000US36047037000,36047037000,43,2.2,134,8.8
"Census Tract 371, Kings County, New York",1400000US36047037100,36047037100,36,1.7,33,2.0
"Census Tract 373, Kings County, New York",1400000US36047037300,36047037300,49,3.2,48,3.2
"Census Tract 374.01, Kings County, New York",1400000US36047037401,36047037401,33,2.0,79,4.4
"Census Tract 374.02, Kings County, New York",1400000US36047037402,36047037402,0,0.0,31,1.5
"Census Tract 375, Kings County, New York",1400000US36047037500,36047037500,117,8.0,0,0.0
"Census Tract 377, Kings County, New York",1400000US36047037700,36047037700,99,4.9,88,5.8
"Census Tract 379, Kings County, New York",1400000US36047037900,36047037900,17,1.0,25,1.8
"Census Tract 381, Kings County, New York",1400000US36047038100,36047038100,37,1.8,0,0.0
"Census Tract 382, Kings County, New York",1400000US36047038200,36047038200,33,1.6,0,0.0
"Census Tract 383, Kings County, New York",1400000US36047038300,36047038300,52,2.6,37,2.3
"Census Tract 385, Kings County, New York",1400000US36047038500,36047038500,31,2.2,12,0.9
"Census Tract 386, Kings County, New York",1400000US36047038600,36047038600,11,0.7,9,0.8
"Census Tract 387, Kings County, New York",1400000US36047038700,36047038700,0,0.0,25,1.8
"Census Tract 388, Kings County, New York",1400000US36047038800,36047038800,60,3.4,57,3.9
"Census Tract 389, Kings County, New York",1400000US36047038900,36047038900,96,5.4,16,1.4
"Census Tract 390, Kings County, New York",1400000US36047039000,36047039000,7,0.8,62,7.9
"Census Tract 391, Kings County, New York",1400000US36047039100,36047039100,33,2.4,0,0.0
"Census Tract 392, Kings County, New York",1400000US36047039200,36047039200,12,1.2,5,0.5
"Census Tract 393, Kings County, New York",1400000US36047039300,36047039300,93,5.4,23,1.9
"Census Tract 394, Kings County, New York",1400000US36047039400,36047039400,5,0.6,61,8.3
"Census Tract 395, Kings County, New York",1400000US36047039500,36047039500,96,6.5,0,0.0
"Census Tract 396, Kings County, New York",1400000US36047039600,36047039600,22,2.9,107,15.1
"Census Tract 397, Kings County, New York",1400000US36047039700,36047039700,90,6.3,14,1.2
"Census Tract 398, Kings County, New York",1400000US36047039800,36047039800,0,0.0,31,3.6
"Census Tract 399, Kings County, New York",1400000US36047039900,36047039900,25,1.8,2,0.2
"Census Tract 400, Kings County, New York",1400000US36047040000,36047040000,47,3.3,0,0.0
"Census Tract 401, Kings County, New York",1400000US36047040100,36047040100,30,1.8,10,0.9
"Census Tract 402, Kings County, New York",1400000US36047040200,36047040200,8,0.6,16,1.8
"Census Tract 403, Kings County, New York",1400000US36047040300,36047040300,19,1.5,0,0.0
"Census Tract 404, Kings County, New York",1400000US36047040400,36047040400,21,1.9,66,8.0
"Census Tract 405, Kings County, New York",1400000US36047040500,36047040500,8,1.2,30,5.6
"Census Tract 406, Kings County, New York",1400000US36047040600,36047040600,6,0.4,43,3.7
"Census Tract 407, Kings County, New York",1400000US36047040700,36047040700,0,-,0,-
"Census Tract 408, Kings County, New York",1400000US36047040800,36047040800,14,0.9,49,4.7
"Census Tract 409, Kings County, New York",1400000US36047040900,36047040900,89,5.6,17,1.4
"Census Tract 410, Kings County, New York",1400000US36047041000,36047041000,10,1.5,19,2.7
"Census Tract 411, Kings County, New York",1400000US36047041100,36047041100,47,3.1,12,1.1
"Census Tract 412, Kings County, New York",1400000US36047041200,36047041200,42,3.1,34,3.4
"Census Tract 413, Kings County, New York",1400000US36047041300,36047041300,45,2.3,4,0.3
"Census Tract 414.01, Kings County, New York",1400000US36047041401,36047041401,25,3.9,25,4.7
"Census Tract 414.02, Kings County, New York",1400000US36047041402,36047041402,0,0.0,51,7.9
"Census Tract 415, Kings County, New York",1400000US36047041500,36047041500,51,2.6,14,1.1
"Census Tract 416, Kings County, New York",1400000US36047041600,36047041600,0,0.0,28,3.9
"Census Tract 417, Kings County, New York",1400000US36047041700,36047041700,60,5.0,0,0.0
"Census Tract 418, Kings County, New York",1400000US36047041800,36047041800,6,0.9,33,4.4
"Census Tract 419, Kings County, New York",1400000US36047041900,36047041900,32,1.9,9,0.7
"Census Tract 420, Kings County, New York",1400000US36047042000,36047042000,0,0.0,35,6.7
"Census Tract 421, Kings County, New York",1400000US36047042100,36047042100,29,1.4,27,2.1
"Census Tract 422, Kings County, New York",1400000US36047042200,36047042200,19,1.2,87,8.1
"Census Tract 423, Kings County, New York",1400000US36047042300,36047042300,75,3.1,9,0.7
"Census Tract 424, Kings County, New York",1400000US36047042400,36047042400,56,3.2,37,2.9
"Census Tract 425, Kings County, New York",1400000US36047042500,36047042500,93,6.4,12,1.2
"Census Tract 426, Kings County, New York",1400000US36047042600,36047042600,0,0.0,65,4.4
"Census Tract 427, Kings County, New York",1400000US36047042700,36047042700,175,5.7,37,2.2
"Census Tract 428, Kings County, New York",1400000US36047042800,36047042800,41,2.4,48,3.3
"Census Tract 429, Kings County, New York",1400000US36047042900,36047042900,66,2.2,18,1.0
"Census Tract 430, Kings County, New York",1400000US36047043000,36047043000,47,3.6,9,0.7
"Census Tract 431, Kings County, New York",1400000US36047043100,36047043100,115,4.2,29,1.7
"Census Tract 432, Kings County, New York",1400000US36047043200,36047043200,49,2.1,37,2.3
"Census Tract 433, Kings County, New York",1400000US36047043300,36047043300,46,2.5,33,2.3
"Census Tract 434, Kings County, New York",1400000US36047043400,36047043400,31,2.3,44,3.7
"Census Tract 435, Kings County, New York",1400000US36047043500,36047043500,64,2.6,64,4.5
"Census Tract 436, Kings County, New York",1400000US36047043600,36047043600,36,1.5,49,3.0
"Census Tract 437, Kings County, New York",1400000US36047043700,36047043700,102,3.9,32,1.9
"Census Tract 438, Kings County, New York",1400000US36047043800,36047043800,11,1.0,22,2.4
"Census Tract 439, Kings County, New York",1400000US36047043900,36047043900,108,6.2,70,5.4
"Census Tract 440, Kings County, New York",1400000US36047044000,36047044000,16,1.7,33,3.6
"Census Tract 441, Kings County, New York",1400000US36047044100,36047044100,94,2.9,40,2.2
"Census Tract 442, Kings County, New York",1400000US36047044200,36047044200,51,4.9,135,15.6
"Census Tract 443, Kings County, New York",1400000US36047044300,36047044300,162,5.3,0,0.0
"Census Tract 444, Kings County, New York",1400000US36047044400,36047044400,28,2.1,83,7.1
"Census Tract 445, Kings County, New York",1400000US36047044500,36047044500,149,5.9,17,1.1
"Census Tract 446, Kings County, New York",1400000US36047044600,36047044600,4,0.4,35,5.1
"Census Tract 447, Kings County, New York",1400000US36047044700,36047044700,95,8.0,69,8.7
"Census Tract 448, Kings County, New York",1400000US36047044800,36047044800,6,0.7,64,8.6
"Census Tract 449, Kings County, New York",1400000US36047044900,36047044900,50,3.8,0,0.0
"Census Tract 450, Kings County, New York",1400000US36047045000,36047045000,8,5.1,10,7.6
"Census Tract 452, Kings County, New York",1400000US36047045200,36047045200,9,1.0,96,11.0
"Census Tract 453, Kings County, New York",1400000US36047045300,36047045300,134,11.6,22,3.5
"Census Tract 454, Kings County, New York",1400000US36047045400,36047045400,24,3.4,37,6.1
"Census Tract 456, Kings County, New York",1400000US36047045600,36047045600,25,2.7,66,8.1
"Census Tract 458, Kings County, New York",1400000US36047045800,36047045800,48,7.8,66,12.0
"Census Tract 460, Kings County, New York",1400000US36047046000,36047046000,10,0.6,61,4.9
"Census Tract 462.01, Kings County, New York",1400000US36047046201,36047046201,21,2.2,11,1.0
"Census Tract 462.02, Kings County, New York",1400000US36047046202,36047046202,8,0.9,59,9.8
"Census Tract 464, Kings County, New York",1400000US36047046400,36047046400,0,0.0,11,1.7
"Census Tract 468, Kings County, New York",1400000US36047046800,36047046800,6,1.0,16,3.0
"Census Tract 470, Kings County, New York",1400000US36047047000,36047047000,25,3.3,40,5.6
"Census Tract 472, Kings County, New York",1400000US36047047200,36047047200,4,0.5,46,6.3
"Census Tract 474, Kings County, New York",1400000US36047047400,36047047400,12,1.1,72,10.0
"Census Tract 476, Kings County, New York",1400000US36047047600,36047047600,28,2.2,22,2.5
"Census Tract 477, Kings County, New York",1400000US36047047700,36047047700,391,13.5,193,11.1
"Census Tract 478, Kings County, New York",1400000US36047047800,36047047800,0,0.0,10,0.9
"Census Tract 480, Kings County, New York",1400000US36047048000,36047048000,13,1.1,7,0.7
"Census Tract 481, Kings County, New York",1400000US36047048100,36047048100,246,14.6,73,5.4
"Census Tract 482, Kings County, New York",1400000US36047048200,36047048200,65,3.0,7,0.4
"Census Tract 484, Kings County, New York",1400000US36047048400,36047048400,59,2.6,46,2.8
"Census Tract 485, Kings County, New York",1400000US36047048500,36047048500,268,12.4,70,7.3
"Census Tract 486, Kings County, New York",1400000US36047048600,36047048600,37,2.5,9,1.0
"Census Tract 488, Kings County, New York",1400000US36047048800,36047048800,118,7.0,47,3.4
"Census Tract 489, Kings County, New York",1400000US36047048900,36047048900,0,0.0,0,0.0
"Census Tract 490, Kings County, New York",1400000US36047049000,36047049000,129,4.7,40,2.0
"Census Tract 491, Kings County, New York",1400000US36047049100,36047049100,58,2.2,25,1.0
"Census Tract 492, Kings County, New York",1400000US36047049200,36047049200,28,2.2,36,3.2
"Census Tract 493, Kings County, New York",1400000US36047049300,36047049300,183,5.1,82,2.5
"Census Tract 494, Kings County, New York",1400000US36047049400,36047049400,129,5.1,78,3.8
"Census Tract 495, Kings County, New York",1400000US36047049500,36047049500,180,10.2,117,9.2
"Census Tract 496, Kings County, New York",1400000US36047049600,36047049600,106,5.7,63,4.6
"Census Tract 497, Kings County, New York",1400000US36047049700,36047049700,247,11.7,156,10.6
"Census Tract 498, Kings County, New York",1400000US36047049800,36047049800,123,5.5,78,4.7
"Census Tract 499, Kings County, New York",1400000US36047049900,36047049900,92,8.6,75,9.0
"Census Tract 500, Kings County, New York",1400000US36047050000,36047050000,202,11.1,139,9.6
"Census Tract 501, Kings County, New York",1400000US36047050100,36047050100,186,9.3,116,8.3
"Census Tract 502.02, Kings County, New York",1400000US36047050202,36047050202,65,4.8,231,20.9
"Census Tract 503, Kings County, New York",1400000US36047050300,36047050300,194,12.3,50,4.1
"Census Tract 504, Kings County, New York",1400000US36047050400,36047050400,204,7.2,147,7.3
"Census Tract 505, Kings County, New York",1400000US36047050500,36047050500,107,5.2,13,0.7
"Census Tract 506, Kings County, New York",1400000US36047050600,36047050600,85,3.2,8,0.4
"Census Tract 507, Kings County, New York",1400000US36047050700,36047050700,8,1.3,2,0.4
"Census Tract 508.01, Kings County, New York",1400000US36047050801,36047050801,43,2.3,0,0.0
"Census Tract 508.03, Kings County, New York",1400000US36047050803,36047050803,24,2.3,11,1.3
"Census Tract 508.04, Kings County, New York",1400000US36047050804,36047050804,214,6.3,37,1.5
"Census Tract 509, Kings County, New York",1400000US36047050900,36047050900,22,2.5,31,4.7
"Census Tract 510.01, Kings County, New York",1400000US36047051001,36047051001,64,2.8,24,1.6
"Census Tract 510.02, Kings County, New York",1400000US36047051002,36047051002,107,4.4,17,0.9
"Census Tract 511, Kings County, New York",1400000US36047051100,36047051100,209,10.6,51,3.0
"Census Tract 512, Kings County, New York",1400000US36047051200,36047051200,158,5.3,84,3.4
"Census Tract 513, Kings County, New York",1400000US36047051300,36047051300,382,12.5,92,4.6
"Census Tract 514, Kings County, New York",1400000US36047051400,36047051400,131,3.5,70,2.5
"Census Tract 515, Kings County, New York",1400000US36047051500,36047051500,130,13.2,119,16.0
"Census Tract 516.01, Kings County, New York",1400000US36047051601,36047051601,41,1.7,0,0.0
"Census Tract 516.02, Kings County, New York",1400000US36047051602,36047051602,71,4.3,0,0.0
"Census Tract 517, Kings County, New York",1400000US36047051700,36047051700,161,10.8,207,19.0
"Census Tract 518, Kings County, New York",1400000US36047051800,36047051800,81,4.5,129,9.3
"Census Tract 519, Kings County, New York",1400000US36047051900,36047051900,411,12.9,269,11.9
"Census Tract 520, Kings County, New York",1400000US36047052000,36047052000,78,3.9,66,4.6
"Census Tract 523, Kings County, New York",1400000US36047052300,36047052300,353,10.7,118,5.0
"Census Tract 525, Kings County, New York",1400000US36047052500,36047052500,31,2.6,48,4.1
"Census Tract 526, Kings County, New York",1400000US36047052600,36047052600,123,5.0,49,2.8
"Census Tract 527, Kings County, New York",1400000US36047052700,36047052700,176,5.6,83,3.5
"Census Tract 528, Kings County, New York",1400000US36047052800,36047052800,11,1.3,109,17.0
"Census Tract 529, Kings County, New York",1400000US36047052900,36047052900,17,1.5,17,1.8
"Census Tract 530, Kings County, New York",1400000US36047053000,36047053000,16,1.0,43,3.8
"Census Tract 531, Kings County, New York",1400000US36047053100,36047053100,24,1.1,83,5.0
"Census Tract 532, Kings County, New York",1400000US36047053200,36047053200,15,1.6,46,5.0
"Census Tract 533, Kings County, New York",1400000US36047053300,36047053300,40,2.4,39,2.3
"Census Tract 534, Kings County, New York",1400000US36047053400,36047053400,29,2.1,28,2.2
"Census Tract 535, Kings County, New York",1400000US36047053500,36047053500,20,1.6,0,0.0
"Census Tract 537, Kings County, New York",1400000US36047053700,36047053700,26,3.1,0,0.0
"Census Tract 538, Kings County, New York",1400000US36047053800,36047053800,20,1.0,59,2.9
"Census Tract 539, Kings County, New York",1400000US36047053900,36047053900,40,5.1,11,1.3
"Census Tract 542, Kings County, New York",1400000US36047054200,36047054200,35,1.9,68,4.3
"Census Tract 543, Kings County, New York",1400000US36047054300,36047054300,21,7.6,27,16.1
"Census Tract 544, Kings County, New York",1400000US36047054400,36047054400,16,1.3,127,10.4
"Census Tract 545, Kings County, New York",1400000US36047054500,36047054500,18,1.0,96,4.1
"Census Tract 546, Kings County, New York",1400000US36047054600,36047054600,97,5.3,60,3.2
"Census Tract 547, Kings County, New York",1400000US36047054700,36047054700,199,9.4,84,5.3
"Census Tract 548, Kings County, New York",1400000US36047054800,36047054800,42,4.8,83,10.8
"Census Tract 549, Kings County, New York",1400000US36047054900,36047054900,173,8.6,263,19.5
"Census Tract 550, Kings County, New York",1400000US36047055000,36047055000,61,3.7,59,4.0
"Census Tract 551, Kings County, New York",1400000US36047055100,36047055100,290,8.4,228,9.8
"Census Tract 552, Kings County, New York",1400000US36047055200,36047055200,60,4.2,51,3.7
"Census Tract 553, Kings County, New York",1400000US36047055300,36047055300,235,11.3,184,12.9
"Census Tract 554, Kings County, New York",1400000US36047055400,36047055400,65,3.3,0,0.0
"Census Tract 555, Kings County, New York",1400000US36047055500,36047055500,366,10.2,571,22.2
"Census Tract 556, Kings County, New York",1400000US36047055600,36047055600,15,0.9,64,5.1
"Census Tract 557, Kings County, New York",1400000US36047055700,36047055700,214,12.9,252,21.3
"Census Tract 558, Kings County, New York",1400000US36047055800,36047055800,12,1.2,28,3.2
"Census Tract 560, Kings County, New York",1400000US36047056000,36047056000,23,1.6,57,4.0
"Census Tract 561, Kings County, New York",1400000US36047056100,36047056100,189,9.4,117,7.9
"Census Tract 562, Kings County, New York",1400000US36047056200,36047056200,16,2.7,64,11.7
"Census Tract 563, Kings County, New York",1400000US36047056300,36047056300,285,9.9,201,9.7
