,lat,long,stop_name,Information_Industry_%,2015_med_inc,subway line,COMPLETE_NAME
310,40.77087,-73.916935,Astoria Blvd.,6.6,57593,NQ,ASTORIA BLVD NQ
311,40.773457,-73.982004,66 St.-Lincoln Center,8.3,154972,1,66 ST-LINCOLN 1
312,40.773603,-73.95957800000001,77 St.,5.7,137700,6,77 ST 6
313,40.775025,-73.911891,Astoria-Ditmars Blvd.,9.1,63519,NQ,ASTORIA DITMARS NQ
314,40.776431,-73.975977,72 St.,15.7,122734,BC,72 ST BC
315,40.779146000000004,-73.981822,72 St.,9.3,117900,123,72 ST 123
316,40.779661,-73.955302,86 St.,6.5,109493,456,86 ST 456
317,40.782253999999995,-73.97174100000001,81 St.-Museum of Natural History,8.2,126346,BC,81 ST-MUSEUM BC
318,40.783984999999994,-73.979662,79 St.,9.0,113276,1,79 ST 1
319,40.785903000000005,-73.950695,96 St.,4.1,100642,6,96 ST 6
320,40.786769,-73.968448,86 St.,11.9,113750,BC,86 ST BC
321,40.788272,-73.976083,86 St.,14.2,137344,1,86 ST 1
322,40.790193,-73.947649,103 St.,6.2,35306,6,103 ST 6
323,40.79165015,-73.96471381,96 St.,6.4,70075,BC,96 ST BC
324,40.794312,-73.972015,96 St.,8.8,100956,123,96 ST 123
325,40.794810999999996,-73.94423499999999,110 St.,1.2,35017,6,110 ST 6
326,40.796263,-73.96161,103 St.,1.9,28158,BC,103 ST BC
327,40.798742,-73.941406,116 St.,2.0,23451,6,116 ST 6
328,40.799033,-73.952058,Central Park North (110 St.),5.3,46250,23,CENTRAL PK N110 23
329,40.799584,-73.968091,103 St.,8.0,83188,1,103 ST 1
330,40.800866,-73.958405,Cathedral Parkway (110 St.),3.1,63135,BC,CATHEDRAL PKWY BC
331,40.802111,-73.949437,116 St.,4.1,58750,23,116 ST 23
332,40.804257,-73.966422,Cathedral Parkway (110 St.),11.9,76902,1,CATHEDRAL PKWY 1
333,40.804428,-73.955024,116 St.,6.4,47155,BC,116 ST BC
334,40.804517,-73.937186,125 St.,5.1,19045,456,125 ST 456
335,40.805155,-73.913208,Cypress Ave.,3.5,17147,6,CYPRESS AV 6
336,40.80758,-73.91895699999999,Brook Ave.,0.8,25990,6,BROOK AV 6
337,40.807875,-73.945229,125 St.,3.5,66000,23,125 ST 23
338,40.808245,-73.963495,116 St.-Columbia University,3.7,36667,1,116 ST-COLUMBIA 1
339,40.80834,-73.907618,E 143 St.-Saint Mary's St.,0.0,37250,6,E 143/ST MARY'S 6
340,40.810831,-73.92665500000001,3 Ave.-138 St.,0.8,25990,6,3 AV 138 ST 6
341,40.811858,-73.951351,125 St.,1.9,33477,ABCD,145 ST ABCD
342,40.812367,-73.903797,E 149 St.,0.0,19818,6,E 149 ST 6
343,40.813091,-73.929689,138 St.,0.4,18633,4,183 ST 4
344,40.813091,-73.929689,138 St.-Grand Concourse,0.4,18633,5,138/GRAND CONC 45
345,40.814188,-73.940618,135 St.,2.8,52263,23,135 ST 23
346,40.81523,-73.958366,125 St.,4.1,53389,1,125 ST 1
347,40.816265,-73.917456,3 Ave.-149 St.,1.7,21384,25,3 AV-149 ST 25
348,40.816367,-73.895924,Longwood Ave.,3.0,20849,6,LONGWOOD AV 6
349,40.816873,-73.907379,Jackson Ave.,1.2,25452,25,JACKSON AV 25
350,40.817188,-73.947665,135 St.,3.2,42284,BC,135 ST BC
351,40.818405,-73.92710100000001,149 St.-Grand Concourse,0.4,18633,245,149/GRAND CONC 245
352,40.819684,-73.901348,Prospect Ave.,2.5,29188,25,PROSPECT AV 25
353,40.820602,-73.93593299999999,145 St.,2.5,36540,3,145 ST 3
354,40.820819,-73.89044200000001,Hunts Point Ave.,0.5,22097,6,HUNTS POINT AV 6
355,40.821453999999996,-73.953856,137 St.-City College,4.1,37500,1,137 ST CITY COL 1
356,40.8224,-73.896508,Intervale Ave.,0.8,18269,25,INTERVALE AV 25
357,40.824069,-73.936981,Harlem-148 St.,2.5,36540,3,HARLEM 148 ST 3
358,40.824358000000004,-73.892724,Simpson St.,1.7,18641,25,SIMPSON ST 25
359,40.825581,-73.943444,145 St.,6.4,45262,ABCD,145 ST ABCD
360,40.826513,-73.950162,145 St.,0.8,34898,1,145 ST 1
361,40.827295,-73.886082,Whitlock Ave.,2.4,21300,6,WHITLOCK AV 6
362,40.827707000000004,-73.9259,161 St.-Yankee Stadium,2.2,32064,4D,161/YANKEE STAD 4BD
363,40.828011,-73.925588,161 St.-Yankee Stadium,1.4,26706,B,161/YANKEE STAD BD4
364,40.828688,-73.879018,Elder Ave.,0.5,27380,6,ELDER AV 6
365,40.829640999999995,-73.874447,Morrison Ave.-Soundview,4.3,24480,6,MORISN AV/SNDVW 6
366,40.830177,-73.891482,Freeman St.,2.4,21300,25,FREEMAN ST 25
367,40.830313000000004,-73.936687,155 St.,0.0,20371,BD,155 ST BD
368,40.830921000000004,-73.9411,155 St.,6.0,41036,C,155 ST C
369,40.831466,-73.86740999999999,Saint Lawrence Ave.,0.9,34191,6,ST LAWRENCE AV 6
370,40.833225,-73.860888,Parkchester,0.6,37634,6,PARKCHESTER 6
371,40.833859999999994,-73.94462,157 St.,1.6,47957,1,157 ST 1
372,40.834321,-73.85144,Castle Hill Ave.,5.0,76429,6,CASTLE HILL AV 6
373,40.834609,-73.917245,167 St.,0.4,21376,BD,167 ST BD
374,40.835192,-73.940146,163 St.-Amsterdam Ave.,1.0,35394,C,163 ST-AMSTERDM C
375,40.835726,-73.921059,167 St.,4.4,25875,4,167 ST 4
376,40.836954,-73.846653,Zerega Ave.,5.1,38487,6,ZEREGA AV 6
377,40.837306,-73.887287,174 St.,3.1,12467,25,174 ST 25
378,40.839751,-73.912743,170 St.,2.6,29302,BD,170 ST BD
379,40.840076,-73.917648,170 St.,0.0,25870,4,170 ST 4
380,40.840128,-73.842875,Westchester Square-E Tremont Ave.,1.8,44771,6,WESTCHESTER SQ 6
381,40.840717,-73.93972,168 St.,1.3,28688,1C,168 ST 1AC
382,40.841078,-73.879397,West Farms Square-E Tremont Ave.,0.0,18799,25,WEST FARMS SQ 25
383,40.841453,-73.87289200000001,E 180 St.,1.9,23167,25,E 180 ST 25
384,40.84176,-73.93906700000001,168 St.,5.2,36780,A,168 ST AC1
385,40.843934999999995,-73.836386,Middletown Rd.,1.4,52450,6,MIDDLETOWN RD 6
386,40.844389,-73.914578,Mount Eden Ave.,0.0,23500,4,MT EDEN AV 4
387,40.846354,-73.909047,174-175 Sts.,2.6,24115,BD,174-175 STS BD
388,40.847184999999996,-73.832264,Buhre Ave.,1.4,52450,6,BUHRE AV 6
389,40.847859,-73.93930300000001,175 St.,6.0,61695,A,175 ST A
390,40.848501,-73.911633,176 St.,0.4,29426,4,176 ST 4
391,40.849128,-73.868213,Bronx Park East,1.1,43929,2,BRONX PARK EAST 25
392,40.849435,-73.933428,181 St.,1.5,32585,1,181 ST 1
393,40.851176,-73.904263,Tremont Ave.,0.4,21582,BD,TREMONT AV BD
394,40.851695,-73.937969,181 St.,7.1,74621,A,181 ST A
395,40.853041,-73.826991,Pelham Bay Park,0.0,54167,6,PELHAM BAY PARK 6
396,40.853596,-73.907393,Burnside Ave.,0.9,23856,4,BURNSIDE AV 4
397,40.854544,-73.860248,Morris Park,1.6,52279,5,MORRIS PARK 5
398,40.856039,-73.900449,182-183 Sts.,0.9,26295,BD,182-183 STS BD
399,40.856413,-73.93260500000001,191 St.,3.6,48242,1,191 ST 1
400,40.858028999999995,-73.86748100000001,Pelham Parkway,1.4,37811,2,PELHAM BAY PARK 6
401,40.858453000000004,-73.90369,183 St.,2.3,20985,4,183 ST 4
402,40.858804,-73.855515,Pelham Parkway,3.1,56429,5,PELHAM BAY PARK 6
403,40.85895412,-73.93261526,190 St.,10.0,107727,A,190 ST A
404,40.861187,-73.925078,Dyckman St.,3.0,49612,1,DYCKMAN ST 1
405,40.862608,-73.896662,Fordham Rd.,3.5,22747,BD,FORDHAM RD BD
406,40.862814,-73.90081500000001,Fordham Rd.,0.0,33487,4,FORDHAM RD 4
407,40.864599,-73.918681,207 St.,1.0,23661,1,207 ST 1
408,40.865342,-73.926964,Dyckman St.,3.4,28743,A,DYCKMAN ST A
409,40.865462,-73.867352,Allerton Ave.,1.4,37811,2,ALLERTON AV 25
410,40.867688,-73.892739,Kingsbridge Rd.,0.0,25724,BD,KINGSBRIDGE RD BD
411,40.867765999999996,-73.897039,Kingsbridge Rd.,0.6,34643,4,KINGSBRIDGE RD 4
412,40.868036,-73.91928399999999,Inwood-207 St.,4.8,54718,A,INWOOD-207 ST A
413,40.869729,-73.91495400000001,215 St.,1.0,23661,1,215 ST 1
414,40.870039,-73.845724,Gun Hill Rd.,0.0,52344,5,GUN HILL RD 5
415,40.871215,-73.86704300000001,Burke Ave.,0.0,37043,2,BURKE AV 25
416,40.873528,-73.88975400000001,Bedford Park Blvd.-Lehman College,1.4,46278,4,BEDFORD PK BLVD 4
417,40.874025,-73.886466,Bedford Park Blvd.,1.7,38796,BD,BEDFORD PK BLVD BD
418,40.874308,-73.90979499999999,Marble Hill-225 St.,2.9,27513,1,MARBLE HILL-225 1
419,40.874902,-73.879267,Norwood-205 St.,0.0,31786,D,NORWOOD 205 ST D
420,40.877779,-73.866185,Gun Hill Rd.,2.0,35625,2,GUN HILL RD 25
421,40.879090999999995,-73.904538,231 St.,2.6,24759,1,231 ST 1
422,40.879519,-73.837958,Baychester Ave.,1.2,40497,5,BAYCHESTER AV 5
423,40.879899,-73.884244,Mosholu Parkway,1.0,45127,4,MOSHOLU PKWY 4
424,40.883439,-73.86274300000001,219 St.,1.2,32364,2,191 ST 1
425,40.885226,-73.900439,238 St.,2.6,24759,1,238 ST 1
426,40.886737,-73.87812,Woodlawn,1.3,31028,4,WOODLAWN 4
427,40.88766,-73.860444,225 St.,0.2,44773,2,219 ST 25
428,40.88798,-73.831195,Eastchester-Dyre Ave.,1.6,69701,5,EASTCHSTER/DYRE 5
429,40.889946,-73.897798,Van Cortlandt Park-242 St.,3.4,54232,1,V.CORTLANDT PK 1
430,40.893370000000004,-73.857265,233 St.,1.0,51701,2,125 ST 23
431,40.898323,-73.854288,Nereid Ave.,3.7,43722,2,NEREID AV 25
432,40.903509,-73.850124,Wakefield-241 St.,0.7,38603,2,WAKEFIELD/241 2
